age,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,support_index,risk_behavior,engagement,school_MS,sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other
19,1,1,1,3,2,0,0,0,0,0,1,1,1,4,1,2,1,1,3,14,1,4,1.6,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
19,2,3,1,3,1,0,0,0,0,1,1,1,1,4,1,2,1,1,3,40,1,4,-1.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
18,2,1,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,2,1,0,2,6,2.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
18,4,3,1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9,2,6,2.1,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
17,3,4,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0,2,11,3.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
18,4,4,1,2,0,0,1,1,0,1,1,1,0,4,4,4,3,3,5,2,2,10,1.8,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
17,4,3,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23,2,5,-0.2999999999999998,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
17,2,2,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12,2,4,0.8,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
17,2,2,1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3,2,6,2.7,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False
17,3,1,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1,2,8,2.9,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
17,0,2,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,1,8,3.0,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
18,4,4,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3,1,7,2.7,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
17,3,3,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,1,13,0.7,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False
17,2,2,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,8,2,15,0.19999999999999996,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
17,4,4,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7,2,8,2.3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
17,4,4,2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4,2,6,2.6,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
18,2,2,1,4,0,0,1,0,1,1,1,1,0,4,5,5,2,4,5,2,2,11,3.8,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False
17,2,4,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,2,5,2.3,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
18,3,3,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0,1,6,2.0,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
18,2,2,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,1,5,2.0,False,False,True,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
18,2,2,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,1,6,4.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
17,3,4,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,1,9,1.4,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
19,3,1,1,3,1,0,0,1,0,1,1,0,0,5,4,3,1,2,5,12,1,6,1.8,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
17,3,2,1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,3,2,0,2,7,2.0,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
18,3,3,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7,2,5,3.3,False,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False
17,3,2,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4,2,8,1.6,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
19,2,1,1,3,1,0,0,1,1,1,1,1,1,4,3,4,1,3,3,4,1,8,2.6,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
18,4,4,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,2,7,2.0,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
18,3,4,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,1,7,0.8999999999999999,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False
17,2,2,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0,2,4,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
18,2,3,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4,2,6,2.6,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
18,3,2,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,1,8,2.3,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
18,4,3,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,1,5,2.1,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
18,4,3,1,3,0,0,1,1,0,1,1,1,1,5,4,5,2,3,5,0,2,10,3.0,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
17,4,3,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0,2,7,3.0,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False
18,3,2,2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,5,5,10,2,15,0.0,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
19,1,1,3,2,3,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,1,10,1.2,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True
17,3,3,2,2,0,0,1,1,0,1,1,1,0,4,5,4,2,3,3,2,2,9,1.8,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
18,1,3,1,1,1,0,0,0,0,1,0,1,1,4,3,3,2,3,3,7,0,8,0.30000000000000004,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False
19,1,1,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4,2,10,0.6,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
17,4,3,2,2,0,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,2,9,1.6,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
18,3,3,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,2,6,2.0,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
17,4,4,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4,2,6,1.6,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
17,3,2,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2,1,6,1.8,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False
18,1,1,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4,1,5,0.6,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False
18,1,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,1,4,3.0,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
18,1,4,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,1,9,2.0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
18,1,1,2,2,1,0,0,0,1,0,0,0,0,4,4,3,2,3,5,2,0,8,1.8,True,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False
18,3,3,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0,2,6,2.0,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
17,4,4,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,2,6,2.0,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
17,1,2,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,1,5,2.0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
18,1,3,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,4,2,10,1.6,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
18,4,4,2,3,0,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0,1,6,3.0,True,True,True,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False
17,1,1,3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,2,1,0,2,4,1.0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False
18,2,3,2,1,0,0,1,1,0,1,1,1,1,5,2,3,1,2,4,0,2,6,1.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
18,4,4,3,2,0,0,1,1,0,0,1,1,1,3,2,2,4,2,5,10,2,8,1.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
19,3,2,2,2,2,0,0,0,1,1,1,0,1,3,2,2,1,1,3,4,1,4,1.6,True,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True
18,1,2,3,1,0,0,1,1,1,1,0,1,1,4,3,3,2,3,3,3,1,8,0.7,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
17,2,2,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,1,5,2.2,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
17,1,2,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14,1,9,-0.3999999999999999,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
18,4,4,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,1,6,3.0,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False
18,1,1,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2,1,5,2.8,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
20,4,2,2,3,2,0,1,1,0,0,1,1,1,5,4,3,1,1,3,4,2,5,2.6,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True
18,4,4,1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4,1,10,1.6,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False
18,3,3,1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,2,1,0,1,6,2.0,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
17,3,1,1,2,0,0,1,1,1,0,1,1,0,4,5,4,2,3,1,17,2,9,0.30000000000000004,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
18,4,4,1,2,0,0,0,1,1,0,1,1,0,3,2,4,1,4,2,4,1,9,1.6,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False
18,2,1,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,5,1,7,0.5,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
17,2,3,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,2,1,5,1.8,True,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False
19,1,1,2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0,1,6,1.0,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
18,4,2,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,14,1,10,-0.3999999999999999,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
18,2,2,2,3,0,0,0,1,0,1,1,0,0,5,3,3,1,3,4,2,1,7,2.8,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
18,4,4,3,1,0,0,1,1,1,1,1,1,1,4,4,3,2,2,5,7,2,7,0.30000000000000004,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
19,2,3,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,0,1,5,3.0,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
18,3,1,1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,1,1,0,2,6,2.0,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False
18,1,1,2,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0,1,3,2.0,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
20,2,2,1,2,2,0,1,1,0,1,1,0,0,5,5,4,4,5,4,11,2,13,0.8999999999999999,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
17,3,1,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,3,1,12,0.7,True,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False
21,1,1,1,1,3,0,0,0,0,0,1,0,0,5,5,3,3,3,3,3,1,9,0.7,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
18,3,2,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,0,1,8,1.0,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False
19,1,1,1,1,0,0,0,0,0,1,1,1,0,3,2,3,3,3,5,5,1,9,0.5,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
